;$FILEVERSION=1.1
;$STARTTIME=45561.8333557639
;
;   C:\Users\LISA\AppData\Local\Temp\PLIN-ViewPro\Traces\2024-09-26 20-00-01Z\Untitled.ltrc
;
;   Start time: 2024-09-26 20:00:01.938
;   
;   Direction description:
;   ~~~~~~~~~~~~~~~~~~
;     Pub   = Publisher Frame
;     Sub   = Subscriber Frame
;     SubAL = Subscriber Auto Length Frame
;   
;   Checksum Type description:
;   ~~~~~~~~~~~~~~~~~~
;     CL = Classic
;     EH = Enhanced
;     AU = Auto
;   
;   Error Code description:
;   ~~~~~~~~~~~~~~~~~~
;     CK = Checksum Error
;     GS = GroundShort Error
;     P0 = IdParityBit0 Error
;     P1 = IdParityBit1 Error
;     IS = InconsistentSynch Error
;     SR = SlaveNOtResponding Error
;     SD = SlotDelay Error
;     TO = Timeout Error
;     VS = VBatShort Error
;   
;   Columns decription:
;   ~~~~~~~~~~~~~~~~~~~~
;   +Frame Number
;   |           +Timestamp (microseconds)
;   |           |           +Direction
;   |           |           |    +Frame-ID (hex)
;   |           |           |    |   +Frame Length
;   |           |           |    |   |   +Data bytes (hex)
  1904)         50760206  SubAL  08  5  07 03 01 02 07           E3  EH 
  1905)         50820202  SubAL  00  2  09 FF                    76  EH 
  1906)         50830210  SubAL  01  2  09 FF                    35  EH 
  1907)         50840204  SubAL  02  2  00 FF                    BD  EH 
  1908)         50850211  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1909)         50910486  SubAL  01  2  09 FF                    35  EH 
  1910)         50920480  SubAL  02  2  00 FF                    BD  EH 
  1911)         50930488  SubAL  03  2  00 FF                    FC  EH 
  1912)         50940485  SubAL  08  5  01 03 01 01 01           F0  EH 
  1913)         51000480  SubAL  00  2  09 FF                    76  EH 
  1914)         51010489  SubAL  08  5  08 03 01 08 08           DB  EH 
  1915)         51070490  SubAL  03  2  00 FF                    FC  EH 
  1916)         51080483  SubAL  08  5  07 03 01 02 07           E3  EH 
  1917)         51140483  SubAL  00  2  09 FF                    76  EH 
  1918)         51150491  SubAL  01  2  00 FF                    3E  EH 
  1919)         51160488  SubAL  02  2  00 FF                    BD  EH 
  1920)         51170492  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1921)         51230492  SubAL  01  2  00 FF                    3E  EH 
  1922)         51240485  SubAL  02  2  00 FF                    BD  EH 
  1923)         51250493  SubAL  03  2  00 FF                    FC  EH 
  1924)         51260494  SubAL  08  5  01 03 01 01 01           F0  EH 
  1925)         51320486  SubAL  00  2  09 FF                    76  EH 
  1926)         51330495  SubAL  08  5  08 03 01 08 08           DB  EH 
  1927)         51390499  SubAL  03  2  00 FF                    FC  EH 
  1928)         51400488  SubAL  08  5  07 03 01 02 07           E3  EH 
  1929)         51460492  SubAL  00  2  09 FF                    76  EH 
  1930)         51470496  SubAL  01  2  00 FF                    3E  EH 
  1931)         51480489  SubAL  02  2  00 FF                    BD  EH 
  1932)         51490501  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1933)         51550497  SubAL  01  2  00 FF                    3E  EH 
  1934)         51560494  SubAL  02  2  00 FF                    BD  EH 
  1935)         51570499  SubAL  03  2  00 FF                    FC  EH 
  1936)         51580496  SubAL  08  5  01 03 01 01 01           F0  EH 
  1937)         51640498  SubAL  00  2  09 FF                    76  EH 
  1938)         51650500  SubAL  08  5  08 03 01 08 08           DB  EH 
  1939)         51710501  SubAL  03  2  00 FF                    FC  EH 
  1940)         51720494  SubAL  08  5  07 03 01 02 07           E3  EH 
  1941)         51780493  SubAL  00  2  09 FF                    76  EH 
  1942)         51790505  SubAL  01  2  00 FF                    3E  EH 
  1943)         51800495  SubAL  02  2  00 FF                    BD  EH 
  1944)         51810503  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1945)         51870503  SubAL  01  2  00 FF                    3E  EH 
  1946)         51880496  SubAL  02  2  00 FF                    BD  EH 
  1947)         51890508  SubAL  03  2  00 FF                    FC  EH 
  1948)         51900501  SubAL  08  5  01 03 01 01 01           F0  EH 
  1949)         51960272  SubAL  00  2  09 FF                    76  EH 
  1950)         51970277  SubAL  08  5  08 03 01 08 08           DB  EH 
  1951)         52030279  SubAL  03  2  00 FF                    FC  EH 
  1952)         52040271  SubAL  08  5  07 03 01 02 07           E3  EH 
  1953)         52100271  SubAL  00  2  09 FF                    76  EH 
  1954)         52110279  SubAL  01  2  00 FF                    3E  EH 
  1955)         52120272  SubAL  02  2  00 FF                    BD  EH 
  1956)         52130280  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1957)         52190284  SubAL  01  2  00 FF                    3E  EH 
  1958)         52200273  SubAL  02  2  00 FF                    BD  EH 
  1959)         52210282  SubAL  03  2  00 FF                    FC  EH 
  1960)         52220278  SubAL  08  5  01 03 01 01 01           F0  EH 
  1961)         52280274  SubAL  00  2  09 FF                    76  EH 
  1962)         52290286  SubAL  08  5  08 03 01 08 08           DB  EH 
  1963)         52350284  SubAL  03  2  00 FF                    FC  EH 
  1964)         52360280  SubAL  08  5  07 03 01 02 07           E3  EH 
  1965)         52420276  SubAL  00  2  09 FF                    76  EH 
  1966)         52430284  SubAL  01  2  00 FF                    3E  EH 
  1967)         52440278  SubAL  02  2  00 FF                    BD  EH 
  1968)         52450285  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1969)         52510286  SubAL  01  2  00 FF                    3E  EH 
  1970)         52520279  SubAL  02  2  00 FF                    BD  EH 
  1971)         52530287  SubAL  03  2  00 FF                    FC  EH 
  1972)         52540284  SubAL  08  5  01 03 01 01 01           F0  EH 
  1973)         52600279  SubAL  00  2  09 FF                    76  EH 
  1974)         52610288  SubAL  08  5  08 03 01 08 08           DB  EH 
  1975)         52670289  SubAL  03  2  00 FF                    FC  EH 
  1976)         52680282  SubAL  08  5  07 03 01 02 07           E3  EH 
  1977)         52740282  SubAL  00  2  09 FF                    76  EH 
  1978)         52750290  SubAL  01  2  00 FF                    3E  EH 
  1979)         52760287  SubAL  02  2  00 FF                    BD  EH 
  1980)         52770291  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1981)         52830291  SubAL  01  2  00 FF                    3E  EH 
  1982)         52840284  SubAL  02  2  00 FF                    BD  EH 
  1983)         52850292  SubAL  03  2  00 FF                    FC  EH 
  1984)         52860293  SubAL  08  5  01 03 01 01 01           F0  EH 
  1985)         52920140  SubAL  00  2  09 FF                    76  EH 
  1986)         52930149  SubAL  08  5  08 03 01 08 08           DB  EH 
  1987)         52990153  SubAL  03  2  00 FF                    FC  EH 
  1988)         53000142  SubAL  08  5  07 03 01 02 07           E3  EH 
  1989)         53060146  SubAL  00  2  09 FF                    76  EH 
  1990)         53070150  SubAL  01  2  00 FF                    3E  EH 
  1991)         53080143  SubAL  02  2  00 FF                    BD  EH 
  1992)         53090155  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  1993)         53150151  SubAL  01  2  00 FF                    3E  EH 
  1994)         53160148  SubAL  02  2  00 FF                    BD  EH 
  1995)         53170153  SubAL  03  2  00 FF                    FC  EH 
  1996)         53180150  SubAL  08  5  01 03 01 01 01           F0  EH 
  1997)         53240145  SubAL  00  2  09 FF                    76  EH 
  1998)         53250154  SubAL  08  5  08 03 01 08 08           DB  EH 
  1999)         53310155  SubAL  03  2  00 FF                    FC  EH 
  2000)         53320148  SubAL  08  5  07 03 01 02 07           E3  EH 
  2001)         53380147  SubAL  00  2  09 FF                    76  EH 
  2002)         53390159  SubAL  01  2  00 FF                    3E  EH 
  2003)         53400149  SubAL  02  2  00 FF                    BD  EH 
  2004)         53410157  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2005)         53470157  SubAL  01  2  00 FF                    3E  EH 
  2006)         53480150  SubAL  02  2  00 FF                    BD  EH 
  2007)         53490162  SubAL  03  2  00 FF                    FC  EH 
  2008)         53500155  SubAL  08  5  01 03 01 01 01           F0  EH 
  2009)         53560154  SubAL  00  2  09 FF                    76  EH 
  2010)         53570159  SubAL  08  5  08 03 01 08 08           DB  EH 
  2011)         53630161  SubAL  03  2  00 FF                    FC  EH 
  2012)         53640161  SubAL  08  5  07 03 01 02 07           E3  EH 
  2013)         53700153  SubAL  00  2  09 FF                    76  EH 
  2014)         53710161  SubAL  01  2  00 FF                    3E  EH 
  2015)         53720154  SubAL  02  2  00 FF                    BD  EH 
  2016)         53730162  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2017)         53790166  SubAL  01  2  00 FF                    3E  EH 
  2018)         53800156  SubAL  02  2  00 FF                    BD  EH 
  2019)         53810164  SubAL  03  2  00 FF                    FC  EH 
  2020)         53820160  SubAL  08  5  01 03 01 01 01           F0  EH 
  2021)         53880156  SubAL  00  2  09 FF                    76  EH 
  2022)         53890169  SubAL  08  5  08 03 01 08 08           DB  EH 
  2023)         53949968  SubAL  03  2  00 FF                    FC  EH 
  2024)         53959964  SubAL  08  5  07 03 01 02 07           E3  EH 
  2025)         54019960  SubAL  00  2  09 FF                    76  EH 
  2026)         54029968  SubAL  01  2  00 FF                    3E  EH 
  2027)         54039962  SubAL  02  2  00 FF                    BD  EH 
  2028)         54049969  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2029)         54109970  SubAL  01  2  00 FF                    3E  EH 
  2030)         54119963  SubAL  02  2  00 FF                    BD  EH 
  2031)         54129971  SubAL  03  2  00 FF                    FC  EH 
  2032)         54139968  SubAL  08  5  01 03 01 01 01           F0  EH 
  2033)         54199963  SubAL  00  2  09 FF                    76  EH 
  2034)         54209986  SubAL  08  5  08 03 01 08 08           DB  EH 
  2035)         54269973  SubAL  03  2  00 FF                    FC  EH 
  2036)         54279966  SubAL  08  5  07 03 01 02 07           E3  EH 
  2037)         54339966  SubAL  00  2  09 FF                    76  EH 
  2038)         54349974  SubAL  01  2  00 FF                    3E  EH 
  2039)         54359971  SubAL  02  2  00 FF                    BD  EH 
  2040)         54369975  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2041)         54429975  SubAL  01  2  00 FF                    3E  EH 
  2042)         54439968  SubAL  02  2  00 FF                    BD  EH 
  2043)         54449976  SubAL  03  2  00 FF                    FC  EH 
  2044)         54459977  SubAL  08  5  01 03 01 01 01           F0  EH 
  2045)         54519969  SubAL  00  2  09 FF                    76  EH 
  2046)         54529978  SubAL  08  5  08 03 01 08 08           DB  EH 
  2047)         54589982  SubAL  03  2  00 FF                    FC  EH 
  2048)         54599972  SubAL  08  5  07 03 01 02 07           E3  EH 
  2049)         54659975  SubAL  00  2  09 FF                    76  EH 
  2050)         54669979  SubAL  01  2  00 FF                    3E  EH 
  2051)         54679972  SubAL  02  2  00 FF                    BD  EH 
  2052)         54689984  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2053)         54749980  SubAL  01  2  00 FF                    3E  EH 
  2054)         54759977  SubAL  02  2  00 FF                    BD  EH 
  2055)         54769982  SubAL  03  2  00 FF                    FC  EH 
  2056)         54779979  SubAL  08  5  01 03 01 01 01           F0  EH 
  2057)         54839974  SubAL  00  2  09 FF                    76  EH 
  2058)         54849983  SubAL  08  5  08 03 01 08 08           DB  EH 
  2059)         54909971  SubAL  03  2  00 FF                    FC  EH 
  2060)         54919964  SubAL  08  5  07 03 01 02 07           E3  EH 
  2061)         54979963  SubAL  00  2  09 FF                    76  EH 
  2062)         54989975  SubAL  01  2  00 FF                    3E  EH 
  2063)         54999965  SubAL  02  2  00 FF                    BD  EH 
  2064)         55009973  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2065)         55069973  SubAL  01  2  00 FF                    3E  EH 
  2066)         55079966  SubAL  02  2  00 FF                    BD  EH 
  2067)         55089978  SubAL  03  2  00 FF                    FC  EH 
  2068)         55099971  SubAL  08  5  01 03 01 01 01           F0  EH 
  2069)         55159970  SubAL  00  2  09 FF                    76  EH 
  2070)         55169975  SubAL  08  5  08 03 01 08 08           DB  EH 
  2071)         55229977  SubAL  03  2  00 FF                    FC  EH 
  2072)         55239985  SubAL  08  5  07 03 01 02 07           E3  EH 
  2073)         55299969  SubAL  00  2  09 FF                    76  EH 
  2074)         55309977  SubAL  01  2  00 FF                    3E  EH 
  2075)         55319970  SubAL  02  2  00 FF                    BD  EH 
  2076)         55329978  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2077)         55389982  SubAL  01  2  00 FF                    3E  EH 
  2078)         55399972  SubAL  02  2  00 FF                    BD  EH 
  2079)         55409980  SubAL  03  2  00 FF                    FC  EH 
  2080)         55419976  SubAL  08  5  01 03 01 01 01           F0  EH 
  2081)         55479972  SubAL  00  2  09 FF                    76  EH 
  2082)         55489985  SubAL  08  5  08 03 01 08 08           DB  EH 
  2083)         55549982  SubAL  03  2  00 FF                    FC  EH 
  2084)         55559978  SubAL  08  5  07 03 01 02 07           E3  EH 
  2085)         55619974  SubAL  00  2  09 FF                    76  EH 
  2086)         55629982  SubAL  01  2  00 FF                    3E  EH 
  2087)         55639983  SubAL  02  2  00 FF                    BD  EH 
  2088)         55649983  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2089)         55709984  SubAL  01  2  00 FF                    3E  EH 
  2090)         55719977  SubAL  02  2  00 FF                    BD  EH 
  2091)         55729985  SubAL  03  2  00 FF                    FC  EH 
  2092)         55739982  SubAL  08  5  01 03 01 01 01           F0  EH 
  2093)         55799977  SubAL  00  2  09 FF                    76  EH 
  2094)         55809986  SubAL  08  5  08 03 01 08 08           DB  EH 
  2095)         55869987  SubAL  03  2  00 FF                    FC  EH 
  2096)         55879980  SubAL  08  5  07 03 01 02 07           E3  EH 
  2097)         55940276  SubAL  00  2  09 FF                    76  EH 
  2098)         55950284  SubAL  01  2  00 FF                    3E  EH 
  2099)         55960281  SubAL  02  2  00 FF                    BD  EH 
  2100)         55970285  SubAL  08  5  0E 03 01 04 0E           D3  EH 
  2101)         56030285  SubAL  01  2  00 FF                    3E  EH 
  2102)         56040278  SubAL  02  2  00 FF                    BD  EH 
  2103)         56050287  SubAL  03  2  00 FF                    FC  EH 
  2104)         56060287  SubAL  08  5  01 03 01 01 01           F0  EH 
  2105)         56120279  SubAL  00  2  09 FF                    76  EH 
